sheet,group,site,year,doy_range,fill_rgb,colour_meaning,colour_exact,site_fill_rgb,site_colour_meaning,status,time_series,year_processed,staff,remarks
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,CEBB,2016,,FF6AA84F,Data available,yes,FFFF0000,Error/Old site/Obsolete,False,False,,,False
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,CEBD,2009,,FF274E13,Data to be retrieved,yes,FFFF0000,Error/Old site/Obsolete,Pending,Pending,,,Converting
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,CEBD,2011,,FF274E13,Data to be retrieved,yes,FFFF0000,Error/Old site/Obsolete,Pending,Pending,,,Converting
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,CEBD,2012,,FF274E13,Data to be retrieved,yes,FFFF0000,Error/Old site/Obsolete,Pending,Pending,,,Converting
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,CEBD,2013,,FF6AA84F,Data available,yes,FFFF0000,Error/Old site/Obsolete,Pending,Pending,,,Converting
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,CEBD,2014,,FF6AA84F,Data available,yes,FFFF0000,Error/Old site/Obsolete,Pending,Pending,,,Converting
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,CEBD,2015,,FF6AA84F,Data available,yes,FFFF0000,Error/Old site/Obsolete,Pending,Pending,,,Converting
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,CEBD,2016,,FF6AA84F,Data available,yes,FFFF0000,Error/Old site/Obsolete,Pending,Pending,,,Converting
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,CEBC,2009,,FF274E13,Data to be retrieved,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,CEBC,2011,,FF274E13,Data to be retrieved,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,CEBC,2012,,FF274E13,Data to be retrieved,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,CEBC,2013,,FF6AA84F,Data available,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,DANC,2015,,FF00FF00,Some logsheets are missing,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,DANC,2016,,FF6AA84F,Data available,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,DANC,2017,,FF6AA84F,Data available,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,DANC,2019,,FF6AA84F,Data available,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,ILO2,1997,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,ILO2,1999,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,ILO2,2002,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,ILO2,2009,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,ILO2,2010,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,ILO2,2011,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,ILO2,2012,,FF6AA84F,Data available,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,ILO2,2013,,FF6AA84F,Data available,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,ILO2,2014,,FF6AA84F,Data available,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,ILO2,2015,,FF6AA84F,Data available,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,ILO2,2016,,FF6AA84F,Data available,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,ILO2,2017,,FF6AA84F,Data available,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,ILO2,2019,,FF6AA84F,Data available,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,INAB,2019,,FF6AA84F,Data available,yes,,,False,False,,,True
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,NPAC,2015,,FF6AA84F,Data available,yes,,,Processing,Processing,,,To retrieve
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,NPAC,2016,,FF6AA84F,Data available,yes,,,Processing,Processing,,,To retrieve
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,NPAC,2017,,FF6AA84F,Data available,yes,,,Processing,Processing,,,To retrieve
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,NPAK,2010,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,NPAK,2011,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,NPAK,2012,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,NPAK,2013,,FF6AA84F,Data available,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,NPAK,2014,,FF6AA84F,Data available,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,NPAK,2015,,FF6AA84F,Data available,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,NPAK,2016,,FF6AA84F,Data available,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,NPAK,2019,,FFFF0000,Error/Old site/Obsolete,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,NPAL,2010,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,NPAL,2011,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,NPAL,2012,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,NPAL,2013,,FF6AA84F,Data available,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,NPAL,2014,,FF6AA84F,Data available,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,NPAL,2015,,FF6AA84F,Data available,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,NPAL,2016,,FF6AA84F,Data available,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,NPAL,2017,,FF6AA84F,Data available,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,NPAL,2019,,FF6AA84F,Data available,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,NPIE,2010,,FF274E13,Data to be retrieved,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,NPIE,2011,,FF274E13,Data to be retrieved,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,NPIE,2012,,FF6AA84F,Data available,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,NPIE,2013,,FF6AA84F,Data available,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,NPIE,2014,,FF6AA84F,Data available,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,NPIE,2015,,FF6AA84F,Data available,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,NPIE,2016,,FF6AA84F,Data available,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,NPIE,2017,,FF6AA84F,Data available,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,NPIE,2019,,FF6AA84F,Data available,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,RCPS,2010,,FF274E13,Data to be retrieved,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,RCPS,2011,,FF274E13,Data to be retrieved,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,RCPS,2012,,FF274E13,Data to be retrieved,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,RCPS,2013,,FF6AA84F,Data available,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,RCPS,2014,,FF6AA84F,Data available,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,RCPS,2015,,FF00FF00,Some logsheets are missing,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,RCPS,2016,,FF6AA84F,Data available,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,RCPS,2017,,FF6AA84F,Data available,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SBOL,2015,,FF6AA84F,Data available,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SBOL,2016,,FF6AA84F,Data available,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SBOL,2017,,FF6AA84F,Data available,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SBOL,2019,LILA,FF6AA84F,Data available,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SBOI,2015,,FF6AA84F,Data available,yes,FFFF0000,Error/Old site/Obsolete,True,True,,,False
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SBOI,2016,,FF6AA84F,Data available,yes,FFFF0000,Error/Old site/Obsolete,True,True,,,False
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SBOI,2017,,FF6AA84F,Data available,yes,FFFF0000,Error/Old site/Obsolete,True,True,,,False
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SIPA,2015,,FF00FF00,Some logsheets are missing,yes,,,Finished,Finished,,,Complete
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SIPA,2016,,FF6AA84F,Data available,yes,,,Finished,Finished,,,Complete
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SIPA,2017,,FF6AA84F,Data available,yes,,,Finished,Finished,,,Complete
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SIPA,2019,,FF6AA84F,Data available,yes,,,Finished,Finished,,,Complete
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SJAQ,2010,,FF274E13,Data to be retrieved,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SJAQ,2011,,FF6AA84F,Data available,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SJAQ,2012,,FF6AA84F,Data available,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SJAQ,2013,,FF6AA84F,Data available,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SJAQ,2014,,FF6AA84F,Data available,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SJAQ,2015,,FF6AA84F,Data available,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SJAQ,2016,,FF6AA84F,Data available,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SJAQ,2017,,FF6AA84F,Data available,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SJAQ,2019,,FF6AA84F,Data available,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SOLK,2004,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SOLK,2005,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SOLK,2009,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SOLK,2010,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SOLK,2011,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SOLK,2012,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SOLK,2013,,FF00FF00,Some logsheets are missing,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SOLK,2015,,FF6AA84F,Data available,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SOLK,2016,,FF6AA84F,Data available,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SOLK,2017,,FF6AA84F,Data available,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SOLK,2019,,FF6AA84F,Data available,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SNPI,2014,,FF6AA84F,Data available,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SNPI,2015,,FF00FF00,Some logsheets are missing,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SNPI,2016,,FF6AA84F,Data available,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SNPI,2017,,FF6AA84F,Data available,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SNPI,2019,,FF6AA84F,Data available,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SOLA,2004,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SOLA,2005,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SOLA,2009,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SOLA,2010,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SOLA,2011,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SOLA,2012,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SOLA,2013,,FF00FF00,Some logsheets are missing,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SOLA,2014,,FF6AA84F,Data available,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SOLA,2015,,FF6AA84F,Data available,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SOLA,2016,,FF6AA84F,Data available,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SOLA,2017,,FF6AA84F,Data available,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SOLA,2019,,FF6AA84F,Data available,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SOLE,2004,,FF274E13,Data to be retrieved,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SOLE,2006,,FF274E13,Data to be retrieved,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SOLE,2010,,FF274E13,Data to be retrieved,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SOLE,2011,,FF274E13,Data to be retrieved,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SOLE,2012,,FF6AA84F,Data available,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SOLE,2013,,FF00FF00,Some logsheets are missing,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SOLE,2014,,FF6AA84F,Data available,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SOLE,2015,,FF6AA84F,Data available,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SOLE,2016,,FF6AA84F,Data available,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SRCP,2017,,FF6AA84F,Data available,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,SRCP,2019,,FF6AA84F,Data available,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,TUCP,2017,,FF6AA84F,Data available,yes,,,,,,,
Campaign,CEBU-BOHOL-PANAY-NEGROS CAMPAIGN,TUCP,2019,,FF6AA84F,Data available,yes,,,,,,,
Campaign,EASTERN MINDANAO,CATM,2008,,FF274E13,Data to be retrieved,yes,,,,,2013-2017,,
Campaign,EASTERN MINDANAO,CATM,2010,,FF274E13,Data to be retrieved,yes,,,,,2013-2017,,
Campaign,EASTERN MINDANAO,CATM,2011,,FF274E13,Data to be retrieved,yes,,,,,2013-2017,,
Campaign,EASTERN MINDANAO,CATM,2013,,FF6AA84F,Data available,yes,,,,,2013-2017,,
Campaign,EASTERN MINDANAO,CATM,2015,,FF6AA84F,Data available,yes,,,,,2013-2017,,
Campaign,EASTERN MINDANAO,CATM,2017,,FF6AA84F,Data available,yes,,,,,2013-2017,,
Campaign,EASTERN MINDANAO,CATM,2023,,FF6AA84F,Data available,yes,,,,,2013-2017,,
Campaign,EASTERN MINDANAO,SOMC,2007,,FF274E13,Data to be retrieved,yes,FFCC0000,Error/Old site/Obsolete,,,,,
Campaign,EASTERN MINDANAO,SOMC,2010,,FF274E13,Data to be retrieved,yes,FFCC0000,Error/Old site/Obsolete,,,,,
Campaign,EASTERN MINDANAO,SOMC,2011,,FF274E13,Data to be retrieved,yes,FFCC0000,Error/Old site/Obsolete,,,,,
Campaign,EASTERN MINDANAO,SOMC,2015,,FF6AA84F,Data available,yes,FFCC0000,Error/Old site/Obsolete,,,,,
Campaign,EASTERN MINDANAO,SOMC,2017,,FF6AA84F,Data available,yes,FFCC0000,Error/Old site/Obsolete,,,,,
Campaign,EASTERN MINDANAO,NOMB,2010,,FF274E13,Data to be retrieved,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,EASTERN MINDANAO,NOMB,2011,,FF274E13,Data to be retrieved,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,EASTERN MINDANAO,NOMD,2008,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOMD,2010,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOMD,2011,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOMD,2013,,FF6AA84F,Data available,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOMD,2015,,FF6AA84F,Data available,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOMD,2017,,FF6AA84F,Data available,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOMD,2018,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOMG,2007,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOMG,2010,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOMG,2011,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOMG,2013,,FF6AA84F,Data available,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOMG,2015,,FF6AA84F,Data available,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOMK,2007,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOMK,2010,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOMK,2011,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOMK,2013,,FF6AA84F,Data available,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOMK,2015,,FF6AA84F,Data available,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOMK,2017,,FF6AA84F,Data available,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOMK,2023,,FF6AA84F,Data available,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOMH,2008,,FF274E13,Data to be retrieved,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,EASTERN MINDANAO,NOMH,2010,,FF274E13,Data to be retrieved,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,EASTERN MINDANAO,NOMH,2011,,FF274E13,Data to be retrieved,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,EASTERN MINDANAO,NOMH,2013,,FF6AA84F,Data available,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,EASTERN MINDANAO,NOMH,2015,,FF274E13,Data to be retrieved,yes,FFFF0000,Error/Old site/Obsolete,,,,,
Campaign,EASTERN MINDANAO,NOMF,2007,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOMF,2010,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOMF,2011,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOMF,2013,,FF6AA84F,Data available,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOMF,2015,,FF6AA84F,Data available,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOMF,2017,,FF6AA84F,Data available,yes,,,,,,,
Campaign,EASTERN MINDANAO,NMLM,2010,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,EASTERN MINDANAO,NMLM,2011,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,EASTERN MINDANAO,NMLM,2012,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,EASTERN MINDANAO,NMLM,2013,,FF6AA84F,Data available,yes,,,,,,,
Campaign,EASTERN MINDANAO,NMLM,2014,,FF6AA84F,Data available,yes,,,,,,,
Campaign,EASTERN MINDANAO,NMLM,2015,,FF6AA84F,Data available,yes,,,,,,,
Campaign,EASTERN MINDANAO,NMLM,2016,,FF6AA84F,Data available,yes,,,,,,,
Campaign,EASTERN MINDANAO,NMLM,2017,,FF6AA84F,Data available,yes,,,,,,,
Campaign,EASTERN MINDANAO,NMSM,2010,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,EASTERN MINDANAO,NMSM,2011,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,EASTERN MINDANAO,NMSM,2012,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,EASTERN MINDANAO,NMSM,2013,,FF6AA84F,Data available,yes,,,,,,,
Campaign,EASTERN MINDANAO,NMSM,2014,,FF6AA84F,Data available,yes,,,,,,,
Campaign,EASTERN MINDANAO,NMSM,2015,,FF6AA84F,Data available,yes,,,,,,,
Campaign,EASTERN MINDANAO,NMSM,2016,,FF6AA84F,Data available,yes,,,,,,,
Campaign,EASTERN MINDANAO,NMSM,2017,,FF38761D,Incomplete,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOME,2008,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOME,2010,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOME,2011,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOME,2013,,FF6AA84F,Data available,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOME,2015,,FF6AA84F,Data available,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOME,2017,,FF6AA84F,Data available,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOMC,2007,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOMC,2010,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOMC,2011,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOMC,2013,,FF6AA84F,Data available,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOMC,2015,,FF6AA84F,Data available,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOMC,2017,,FF6AA84F,Data available,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOMI,2008,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOMI,2010,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOMI,2011,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOMI,2013,,FF6AA84F,Data available,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOMI,2015,,FF6AA84F,Data available,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOMI,2017,,FF6AA84F,Data available,yes,,,,,,,
Campaign,EASTERN MINDANAO,NOML,2008,,FF274E13,Data to be retrieved,yes,FFFF0000,Error/Old site/Obsolete,,,,,
