# Built 2026-09-23 on gps3, together with the file beside it, by ONE command:
#   scripts/build_crd_catalog.py --root /srv/gnss-archive --root $P \
#       --rinex <listing of every RINEX path in the archive, 480,178 lines> \
#       -o docs/bern52/crd_catalog.csv --clusters-out docs/bern52/crd_clusters.csv
# Both files must come from the same invocation: --rinex adds sites that only
# RINEX headers cover, so a run without it yields fewer sites in both.
# One row per distinct MONUMENT, not per site code. A code
# naming two physical marks appears twice. Judge a real
# collision by cluster SIZE and RATIO -- see _cluster_row().
site,cluster,of_clusters,n_rows,n_files,x,y,z,lat,lon,height,spread_m,best_kind,frames
MCD5,1,1,2,2,733468.1765,-5595633.6354,2961793.2753,27.8498218,-82.5323205,-15.706,0.00,REFERENCE,ITRF2014_0
MCHL,1,1,268,268,-4857859.1240,3018464.3353,-2814982.9628,-26.3588991,148.1449632,534.604,0.63,RNX2SNX,IGS20|IGS20_0
MCIL,1,1,705,705,-5227187.2990,2551881.5842,2607618.3937,24.2900987,153.9786464,35.660,1.55,RNX2SNX,IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGb08|ITRF2014_0
MCM4,1,1,772,772,-1311702.9923,310814.7591,-6213255.1463,-77.8383514,166.6693368,97.961,0.44,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
MCMU,1,1,18,9,-1310658.4539,310441.4503,-6213381.9162,-77.8482438,166.6745439,-10.275,49.40,REFERENCE,IGS00|IGS97|ITRF97
MDO1,1,1,772,772,-1329999.0315,-5328393.3746,3236504.0594,30.6805101,-104.0149956,2004.498,0.38,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
MDQT,1,1,53,53,-3295059.2678,5262090.1108,1456036.6590,13.2842065,122.0543168,55.421,0.16,GPSEST,ITRF2005
MDSI,1,1,2,2,1173609.4454,-4871158.5896,3933267.2509,38.3189172,-76.4538809,-18.100,0.00,REFERENCE,ITRF2014_0
MDVJ,1,1,762,762,2845455.6449,2160954.4947,5265993.3540,56.0214944,37.2145114,257.112,0.65,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGb08|ITRF00|ITRF2005|ITRF2014_0
MDVO,1,1,784,767,2844671.6507,2161070.4291,5266364.0129,56.0274822,37.2235969,254.787,4.34,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
MDVS,1,1,43,43,-3648589.5276,5177571.2772,748256.6596,6.7823096,125.1720207,194.376,5.74,GPSEST,ITRF2005
MEDI,1,1,775,767,4461400.3757,919593.9685,4449504.9984,44.5199605,11.6468206,49.988,0.83,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
MELI,1,1,268,268,5205628.0032,-268410.5614,3663428.6858,35.2811915,-2.9516487,88.806,0.27,RNX2SNX,IGS20|IGS20_0
MERI,1,1,2,2,39480.7403,-5957733.0990,2269335.1185,20.9800453,-89.6203176,7.860,0.00,REFERENCE,ITRF2014_0
MERS,1,1,2,2,4239149.4095,2886967.9621,3778877.0592,36.5663893,34.2558532,38.475,0.00,REFERENCE,ITRF2014_0
MET3,1,1,268,268,2892583.8420,1311799.6908,5512619.9469,60.2174571,24.3945042,79.228,0.25,RNX2SNX,IGS20|IGS20_0
METS,1,1,767,767,2892570.4429,1311843.7352,5512634.3246,60.2174745,24.3953276,94.682,0.69,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
METZ,1,1,68,68,2892569.9203,1311843.5797,5512634.4827,60.2174794,24.3953290,94.550,0.24,RNX2SNX,IGS00|IGS08|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0
MFKG,1,1,2,2,5185375.3883,2477739.2199,-2760201.1099,-25.8050158,25.5399720,1310.890,0.00,REFERENCE,ITRF2014_0
MGUE,1,1,2,2,1823327.9575,-4850352.3965,-3709085.5559,-35.7773511,-69.3979263,1553.709,0.00,REFERENCE,ITRF2014_0
MHCB,1,1,2,2,-2664063.8141,-4323171.8952,3848361.4901,37.3415327,-121.6425791,1261.774,0.00,REFERENCE,ITRF2014_0
MIA1,1,1,2,2,982509.2876,-5664641.7588,2752416.9925,25.7328099,-80.1601708,-22.286,0.00,REFERENCE,ITRF2014_0
MIA3,1,1,2,2,982510.2156,-5664647.1685,2752419.6686,25.7328102,-80.1601709,-16.179,0.00,REFERENCE,ITRF2014_0
MIG1,1,1,2,2,-2673548.3452,-4565823.1878,3550037.3325,34.0382591,-120.3513922,130.926,0.00,REFERENCE,ITRF2014_0
MIKL,1,1,270,270,3698553.5885,2308676.3285,4639769.6853,46.9727869,31.9728469,93.937,0.42,RNX2SNX,IGS20|IGS20_0|ITRF2014_0
MIL1,1,1,2,2,172135.8174,-4668696.6177,4327808.3177,43.0025364,-87.8884491,147.332,0.00,REFERENCE,ITRF2014_0
MILA,1,1,619,619,-3442268.4245,5197451.9901,1343779.2585,12.2438753,123.5164778,-0.000,0.10,RNX2SNX,IGS14|IGS20
MIZU,1,1,323,323,-3857171.2780,3108692.7794,4004040.1347,39.1351508,141.1328720,117.178,4.52,RNX2SNX,IGS20|IGS20_0|ITRF00|ITRF2005|ITRF2014_0
MKEA,1,1,767,767,-5464105.4820,-2495165.1114,2148291.8458,19.8013602,-155.4563523,3754.642,2.05,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
MLBY,1,1,619,619,-3633540.0935,5165142.0281,895723.6374,8.1264866,125.1253674,658.599,0.15,RNX2SNX,IGS14|IGS20
MLF1,1,1,2,2,246129.3054,-5403152.2932,3368920.0144,32.0902609,-87.3918136,9.050,0.00,REFERENCE,ITRF2014_0
MLPA,1,1,619,619,-3187133.0057,5293600.4082,1576270.7149,14.4034512,121.0510037,59.958,0.24,RNX2SNX,IGS14|IGS20
MLRA,1,1,52,52,-3184551.9135,5283330.4659,1615485.0191,14.7694939,121.0796661,133.288,0.00,RNX2SNX,ITRF00
MNAY,1,6,2019,2019,-3767582.1953,5084320.9947,795225.3432,7.2103224,126.5391757,79.115,89.85,RNX2SNX,IGS14|IGS20|ITRF2005
MNAY,2,6,2,2,-3772531.4080,5082970.5760,801038.3332,7.2603335,126.5824459,2659.829,0.00,GPSEST,ITRF2005
MNAY,3,6,2,2,-3778518.4795,5084576.4828,805521.0931,7.2949463,126.6172723,8047.433,0.00,GPSEST,ITRF2005
MNAY,4,6,2,2,-3781063.8323,5084207.1683,797579.1787,7.2224061,126.6377387,8256.381,0.00,GPSEST,ITRF2005
MNAY,5,6,2,2,-3791981.0863,5078718.3776,812096.4075,7.3499749,126.7465392,12202.400,0.00,GPSEST,ITRF2005
MNAY,6,6,2,2,-3772058.0225,5081654.9951,810315.2490,7.3450410,126.5861029,2511.360,0.00,GPSEST,ITRF2005
MNP1,1,1,2,2,1499280.9553,-4576355.4210,4168038.1569,41.0671101,-71.8604475,-10.568,0.00,REFERENCE,ITRF2014_0
MOB1,1,1,2,2,190172.1367,-5512307.0793,3192181.6669,30.2275185,-88.0241048,-18.594,0.00,REFERENCE,ITRF2014_0
MOBJ,1,1,2,2,2936424.5371,2178374.0999,5208858.4681,55.1148828,36.5697153,182.643,0.00,REFERENCE,ITRF2014_0
MOBK,1,1,2,2,2936424.5371,2178374.0999,5208858.4681,55.1148828,36.5697153,182.643,0.00,REFERENCE,ITRF2014_0
MOBN,1,1,55,55,2936432.1545,2178364.4811,5208858.1960,55.1148786,36.5695231,182.642,0.26,RNX2SNX,ITRF00|ITRF2005|ITRF2014_0
MOBS,1,1,758,758,-4130636.9705,2894953.1608,-3890529.9990,-37.8294004,144.9753423,40.572,1.53,RNX2SNX,IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGb08|ITRF00|ITRF2005|ITRF2014_0
MOIN,1,1,9,9,755369.1116,-6236567.8111,1098850.9600,9.9871273,-83.0940107,26.664,0.06,REFERENCE,IGS00|IGS97|ITRF97
MONP,1,1,784,767,-2386247.7351,-4802358.8542,3444902.5235,32.8919427,-116.4223569,1842.542,37.33,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
MONT,1,1,56,56,-3714664.9357,5114488.0898,849051.9386,7.7010972,125.9909937,144.236,0.11,RNX2SNX,IGS14|IGS20
MOPI,1,1,5,5,4053738.0487,1260571.4584,4744940.7579,48.3727258,17.2738757,578.988,0.03,REFERENCE,IGS97|ITRF97
MORP,1,1,68,68,3645667.8958,-107277.3216,5215053.4813,55.2127896,-1.6854976,144.438,0.51,RNX2SNX,IGS00|IGS08|IGS20|IGS20_0|IGb08|ITRF00|ITRF2005|ITRF2014_0
MPCK,1,1,41,41,-3494968.5126,5172280.9016,1304893.2666,11.8842851,124.0473376,69.378,6.52,GPSEST,ITRF2005
MPL2,1,1,2,2,2698449.9849,-4247372.2307,-3905981.3503,-38.0057669,-57.5712976,53.577,0.00,REFERENCE,ITRF2014_0
MPLA,1,1,2,2,2700316.8553,-4243736.7646,-3908569.6940,-38.0356031,-57.5311420,20.125,0.00,REFERENCE,ITRF2014_0
MPR1,1,1,2,2,-1570142.0820,-5759530.2060,2238184.6140,20.6790035,-105.2492029,10.534,0.00,REFERENCE,ITRF2014_0
MPV1,1,1,24,24,-3138571.7290,5229873.6312,1862996.1188,17.0926258,120.9689726,1232.234,1.76,GPSEST,ITRF2005
MQZG,1,1,708,705,-4580569.9166,590466.5471,-4384379.5524,-43.7027290,172.6546920,154.644,1.07,RNX2SNX,IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGb08|ITRF2014_0
MR6G,1,1,689,689,2998189.1403,931452.0714,5533398.9553,60.5951464,17.2585331,75.597,0.70,RNX2SNX,IGS00|IGS14|IGS14_0|IGS20|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0
MRHO,1,1,108,108,-3442636.9846,5167659.4912,1456248.2031,13.2844875,123.6711090,844.355,3.80,GPSEST,ITRF2005
MRIK,1,1,90,90,-3184576.5485,5248371.7703,1725496.7629,15.7997600,121.2482955,290.546,6.18,GPSEST,ITRF2005
MRK1,1,1,192,192,-3188720.7907,5281599.6390,1613097.5999,14.7470836,121.1211222,174.308,84.53,GPSEST,ITRF2005|WGS-84
MRK2,1,1,140,140,-3187427.9685,5284117.8212,1607274.7353,14.6927688,121.0987622,133.947,0.01,OTHER,WGS-84
MRK3,1,1,140,140,-3189661.1502,5283593.4324,1604325.5197,14.6653704,121.1190290,68.431,0.02,OTHER,WGS-84
MRK4,1,1,140,140,-3190640.5718,5281177.1221,1610292.4784,14.7211156,121.1384113,70.940,0.03,OTHER,WGS-84
MRK5,1,1,205,205,-3199539.1506,5278799.8136,1601843.7425,14.6413594,121.2205185,418.744,58.54,GPSEST,ITRF2005|WGS-84
MRO1,1,1,268,268,-2556630.2924,5097138.3196,-2848384.5085,-26.6966319,116.6374960,354.066,0.72,RNX2SNX,IGS20|IGS20_0
MSBT,1,1,619,619,-3450301.5563,5188581.7044,1357646.2430,12.3720274,123.6231001,74.847,0.10,RNX2SNX,IGS14|IGS20
MSD1,1,1,2,2,-1979519.4808,-5523222.7215,2493106.5686,23.1604465,-109.7176469,103.836,0.00,REFERENCE,ITRF2014_0
MSKU,1,1,61,61,6198407.1041,1494056.6839,-180399.5217,-1.6316017,13.5519979,359.634,0.14,RNX2SNX,IGS00|IGS97|ITRF00|ITRF2005
MSW3,1,1,29,29,-3515305.4638,5242501.2136,913661.0890,8.2911044,123.8434240,75.443,4.78,GPSEST,ITRF2005
MTBG,1,1,8,8,4122590.7654,1213676.7237,4697542.0115,47.7378695,16.4042498,293.816,0.04,REFERENCE,IGS00|IGS97
MTDW,1,1,52,52,-3191727.8822,5284543.8828,1597142.4411,14.5982601,121.1308908,74.837,0.00,RNX2SNX,ITRF00
MTJO,1,1,2,2,-4533815.8501,761552.8971,-4407673.5364,-43.9857030,170.4649395,1043.636,0.00,REFERENCE,ITRF2014_0
MTKA,1,1,69,66,-3947762.6966,3364399.8157,3699428.4995,35.6795153,139.5613849,108.940,0.35,RNX2SNX,IGS00|IGS08|IGS97|IGb08|ITRF00|ITRF2005
MTLB,1,1,52,52,-3190524.1544,5280311.4889,1613396.7055,14.7500895,121.1416430,85.772,0.00,RNX2SNX,ITRF00
MTY2,1,1,2,2,-1029483.5089,-5657637.2335,2750926.0934,25.7155065,-100.3129063,521.739,0.00,REFERENCE,ITRF2014_0
MUNT,1,12,998,998,-3187133.3035,5293600.2835,1576270.6210,14.4034502,121.0510066,59.980,17.08,RNX2SNX,IGS14|IGS20|ITRF2005
MUNT,2,12,4,4,-3195173.2989,5289271.8881,1600181.0946,14.6115464,121.1355721,6481.112,422.36,GPSEST,ITRF2005
MUNT,3,12,4,4,-3195964.0853,5288786.0813,1608001.3179,14.6798635,121.1441771,8451.743,155.50,GPSEST,ITRF2005
MUNT,4,12,2,2,-3209379.8680,5292749.4226,1574772.8459,14.3661703,121.2314877,10126.596,0.00,GPSEST,ITRF2005
MUNT,5,12,2,2,-3192120.7329,5291842.8706,1591302.2955,14.5325345,121.0990238,4850.680,0.00,GPSEST,ITRF2005
MUNT,6,12,2,2,-3185167.3974,5290897.9747,1594412.2254,14.5697092,121.0483128,1374.907,0.00,GPSEST,ITRF2005
MUNT,7,12,2,2,-3192753.5077,5295956.7332,1596590.4009,14.5700099,121.0843563,9905.457,0.00,GPSEST,ITRF2005
MUNT,8,12,2,2,-3181655.6591,5289617.9533,1610180.1399,14.7141874,121.0265145,2547.700,0.00,GPSEST,ITRF2005
MUNT,9,12,2,2,-3198171.7350,5294253.5943,1600500.4391,14.6011027,121.1354854,12188.186,0.00,GPSEST,ITRF2005
MUNT,10,12,2,2,-3191375.5867,5292443.6088,1585768.8271,14.4838568,121.0902318,3589.900,0.00,GPSEST,ITRF2005
MUNT,11,12,2,2,-3195928.5739,5293208.2202,1592633.8412,14.5370649,121.1227024,8220.939,0.00,GPSEST,ITRF2005
MUNT,12,12,2,2,-3190050.7134,5291785.0134,1584425.9457,14.4749297,121.0828649,2045.691,0.00,GPSEST,ITRF2005
MUNZ,1,16,1594,1594,-3157351.6365,5266575.5577,1719539.1491,15.7441987,120.9430041,140.930,6.91,RNX2SNX,IGS14|IGS20|ITRF2005
MUNZ,2,16,4,4,-3166363.5921,5262097.8249,1751328.9296,16.0183216,121.0365962,9611.014,239.40,GPSEST,ITRF2005
MUNZ,3,16,2,2,-3163234.3488,5266761.4044,1725696.0092,15.7899026,120.9891669,4880.226,0.00,GPSEST,ITRF2005
MUNZ,4,16,2,2,-3167829.9539,5265830.2322,1729008.0247,15.8148156,121.0303686,7292.332,0.00,GPSEST,ITRF2005
MUNZ,5,16,2,2,-3170671.9815,5266438.8955,1721624.6905,15.7458029,121.0501428,7196.521,0.00,GPSEST,ITRF2005
MUNZ,6,16,2,2,-3179994.6156,5266417.6684,1718029.0351,15.7028413,121.1246288,10838.119,0.00,GPSEST,ITRF2005
MUNZ,7,16,2,2,-3162523.0762,5265167.7570,1734718.4447,15.8725472,120.9911332,5674.907,0.00,GPSEST,ITRF2005
MUNZ,8,16,2,2,-3156804.8023,5267569.9363,1739054.6064,15.9123808,120.9338579,6013.963,0.00,GPSEST,ITRF2005
MUNZ,9,16,2,2,-3164255.4643,5270799.9124,1740879.8637,15.9118863,120.9779460,12863.768,0.00,GPSEST,ITRF2005
MUNZ,10,16,2,2,-3166073.0649,5263503.6553,1743865.1455,15.9509522,121.0275130,8569.710,0.00,GPSEST,ITRF2005
MUNZ,11,16,2,2,-3151185.4124,5262212.4935,1753316.8534,16.0548074,120.9145577,2746.862,0.00,GPSEST,ITRF2005
MUNZ,12,16,2,2,-3168535.5698,5267697.8602,1743892.5718,15.9391372,121.0270308,13253.523,0.00,GPSEST,ITRF2005
MUNZ,13,16,2,2,-3165353.1749,5262634.8069,1743652.9552,15.9518780,121.0259359,7438.753,0.00,GPSEST,ITRF2005
MUNZ,14,16,2,2,-3161654.3725,5265796.0800,1729199.8959,15.8243843,120.9811683,4255.770,0.00,GPSEST,ITRF2005
MUNZ,15,16,2,2,-3166235.2213,5266421.9156,1735997.9130,15.8762808,121.0147832,8898.015,0.00,GPSEST,ITRF2005
MUNZ,16,16,2,2,-3160227.3867,5264883.2050,1727732.4522,15.8153678,120.9741376,2396.043,0.00,GPSEST,ITRF2005
MVBM,1,1,75,75,-3443442.8320,5245807.3250,1140793.1157,10.3717356,123.2816193,418.653,0.17,GPSEST,ITRF2005
MVCH,1,2,104,104,-3436989.9305,5249648.7931,1143964.8580,10.4004682,123.2131116,670.614,6.57,GPSEST,ITRF2005
MVCH,2,2,1,1,-3323166.2629,5225587.5646,1521699.4171,13.8947968,122.4539603,58.211,0.00,COORDINATE,ITRF2005
MVIC,1,2,72,72,-3437341.8635,5247904.9772,1151265.4934,10.4674452,123.2245245,747.662,9.14,GPSEST,ITRF2005
MVIC,2,2,1,1,-3087542.3504,5297592.8112,1750208.8950,16.0325938,120.2344821,51.066,0.00,COORDINATE,ITRF2005
MVLC,1,1,135,135,-3413468.9598,5263979.3792,1145462.5817,10.4151468,122.9617103,121.100,6.78,GPSEST,ITRF2005
MVMH,1,1,35,35,-3427731.6527,5256578.1398,1139367.4240,10.3583882,123.1077363,566.967,0.06,GPSEST,ITRF2005
MVML,1,1,67,67,-3426329.6731,5253508.2241,1156956.0469,10.5202235,123.1123264,471.896,0.18,GPSEST,ITRF2005
MVMN,1,1,28,28,-3433060.0208,5252635.7712,1142676.3003,10.3884430,123.1681514,780.739,0.08,GPSEST,ITRF2005
MVMP,1,1,57,57,-3424561.5672,5259994.3848,1130524.9533,10.2779098,123.0664624,96.537,7.79,GPSEST,ITRF2005
MVMR,1,2,98,98,-3426409.9408,5257641.0252,1137464.4403,10.3411912,123.0923278,390.948,5.19,GPSEST,ITRF2005
MVMR,2,2,12,12,-3426329.9287,5253508.4545,1156956.0140,10.5202226,123.1123272,472.217,4.97,GPSEST,ITRF2005
MVMY,1,2,75,75,-3423069.3904,5256373.1250,1153884.9305,10.4919040,123.0730874,521.596,0.16,GPSEST,ITRF2005
MVMY,2,2,7,7,-3410176.2076,5289857.5260,1030744.4515,9.3624227,122.8083842,67.193,6.50,GPSEST,ITRF2005
MVSB,1,1,90,90,-3425568.6745,5256884.0093,1146875.0365,10.4266491,123.0896661,1011.515,5.15,GPSEST,ITRF2005
MVSC,1,2,119,119,-3449042.2489,5240602.8535,1145914.0682,10.4193486,123.3504519,89.979,8.85,GPSEST,ITRF2005
MVSC,2,2,1,1,-3087542.3504,5297592.8112,1750208.8950,16.0325938,120.2344821,51.066,0.00,COORDINATE,ITRF2005
MVSM,1,1,66,66,-3419012.8149,5260570.4246,1145561.2269,10.4157633,123.0211267,295.742,6.21,GPSEST,ITRF2005
MVUP,1,2,82,82,-3433790.3164,5251887.0914,1145441.3756,10.4133976,123.1774734,1056.592,5.83,GPSEST,ITRF2005
MVUP,2,2,4,4,-3443443.4796,5245807.0686,1140792.8317,10.3717328,123.2816255,418.741,0.00,GPSEST,ITRF2005
MZUM,1,1,299,299,-2858574.6752,4964558.3413,2794722.3480,26.1571084,119.9331812,60.226,2.22,RNX2SNX,ITRF00|ITRF2005|WGS-84
N132,1,1,71,71,-3147271.6087,5280152.2007,1696094.9233,15.5243882,120.7973513,64.267,6.79,GPSEST,ITRF2005
N47A,1,1,12,12,-3161434.8356,5237199.3867,1800203.1388,16.5023256,121.1172761,381.524,3.70,GPSEST,ITRF2005
N668,1,1,35,35,-3403514.0481,5176040.6119,1513482.0893,13.8182998,123.3269859,57.875,0.03,GPSEST,ITRF2005
N688,1,1,103,103,-3403514.0839,5176040.6510,1513482.0572,13.8182994,123.3269859,57.918,5.78,GPSEST,ITRF2005
NABO,1,1,201,201,-3435040.9427,5172768.1772,1453068.5652,13.2564193,123.5866424,160.157,5.58,RNXHDR,
NAGA,1,2,53,53,-2967311.3781,5049526.6293,2517159.3407,23.3970301,120.4402622,64.061,0.00,RNX2SNX,ITRF00|ITRF2005
NAGA,2,2,2,2,441480.2971,5636225.3798,2947375.2624,27.6927241,85.5212197,2105.083,0.00,REFERENCE,ITRF2014_0
NAIN,1,1,758,758,1671836.2926,-3103473.3410,5297671.4064,56.5369775,-61.6887221,32.868,0.50,RNX2SNX,IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGb08|ITRF00|ITRF2005|ITRF2014_0
NAMA,1,1,700,700,4476294.5082,4036794.9186,2086353.5747,19.2114293,42.0446528,2703.119,0.68,RNX2SNX,IGS14|IGS14_0|IGS20|IGS20_0|ITRF2014_0
NAMRIA,1,1,130,130,-3184319.3136,5291066.4994,1590418.2276,14.5354390,121.0407651,87.767,322.90,GPSEST,ITRF2005
NANK,1,1,53,53,-3052991.4101,4972124.7140,2567906.3251,23.8972522,121.5508190,57.448,0.00,RNX2SNX,ITRF00|ITRF2005
NANO,1,1,770,766,-2335727.0404,-3451608.3587,4812009.8575,49.2948090,-124.0864815,6.600,0.37,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0
NANP,1,1,53,53,-2985418.8500,4973954.0700,2642472.3300,24.6352850,120.9726188,159.265,0.00,RNX2SNX,ITRF00|ITRF2005
NAPL,1,1,2,2,819477.2000,-5670155.7178,2793845.7357,26.1486450,-81.7762900,-19.054,0.00,REFERENCE,ITRF2014_0
NAS0,1,1,2,2,1255070.7695,-5643661.8669,2684338.9804,25.0525391,-77.4622564,-21.255,0.00,REFERENCE,ITRF2014_0
NAST,1,1,52,52,-3185856.5041,5291601.3756,1585588.0924,14.4903444,121.0504240,88.446,0.00,RNX2SNX,ITRF00
NAUJ,1,1,935,935,-3225098.7535,5304209.6915,1459828.0355,13.3194167,121.3006996,57.314,3.08,RNX2SNX,IGS14|IGS20|ITRF2005
NAUR,1,1,700,700,-6212554.8002,1442788.0194,-61006.1564,-0.5517254,166.9255384,46.225,1.13,RNX2SNX,IGS14|IGS14_0|IGS20|IGS20_0|ITRF2014_0
NAUS,1,1,2,2,3179409.3566,-5519130.6954,-334110.0503,-3.0229186,-60.0550169,93.894,0.00,REFERENCE,ITRF2014_0
NAV1,1,1,143,143,-3530675.9892,5156756.5449,1269977.3106,11.5619247,124.3982684,69.880,111.86,GPSEST,ITRF2005
NAVA,1,1,261,261,-3530710.9364,5156730.3350,1269988.1813,11.5620244,124.3986685,70.213,13.65,GPSEST,ITRF2005
NBE1,1,1,51,51,-2966591.2258,5066591.4766,2483760.2320,23.0687781,120.3498313,80.106,0.00,RNX2SNX,ITRF00
NBES,1,1,2,2,-2966543.0906,5066577.2391,2483768.0723,23.0689728,120.3494962,49.497,50.81,REFERENCE,ITRF00|ITRF2005
NCDU,1,1,2,2,1268582.8497,-4995545.1594,3744466.4571,36.1816776,-75.7513360,-26.151,0.00,REFERENCE,ITRF2014_0
NCKU,1,1,53,53,-2962870.1912,5075261.7459,2470461.7125,22.9384599,120.2758134,44.145,0.00,RNX2SNX,ITRF00|ITRF2005
NCPC,1,1,619,619,-3628004.9934,5187443.9675,779015.3365,7.0624893,124.9682494,181.735,0.18,RNX2SNX,IGS14|IGS20
NCTU,1,1,231,231,-2983882.0505,4966539.6147,2657905.5873,24.7888269,120.9973213,118.246,0.14,OTHER,WGS-84
NDBC,1,1,2,2,37467.3937,-5508265.0843,3204510.4758,30.3562809,-89.6102783,-11.672,0.00,REFERENCE,ITRF2014_0
NE21,1,1,76,76,-3150211.6408,5273319.7472,1711806.4028,15.6717404,120.8535377,88.775,5.96,GPSEST,ITRF2005
NEAH,1,1,2,2,-2415625.6404,-3498394.1032,4739316.8441,48.2978548,-124.6249071,459.897,0.00,REFERENCE,ITRF2014_0
NEIA,1,1,2,2,3875254.9673,-4292588.7489,-2681108.6458,-25.0202381,-47.9249689,6.035,0.00,REFERENCE,ITRF2014_0
NEMN,1,1,53,53,-2976330.7209,5068961.0355,2467391.6819,22.9081315,120.4200841,104.276,0.00,RNX2SNX,ITRF00|ITRF2005
NEWL,1,1,2,2,4079953.8978,-395930.1732,4870196.9880,50.1030298,-5.5427873,64.509,0.00,REFERENCE,ITRF2014_0
NICA,1,1,2,2,4581808.9503,581032.1251,4384492.9614,43.7032649,7.2272625,256.486,0.00,REFERENCE,ITRF2014_0
NICO,1,1,767,767,4359415.3460,2874117.2943,3650778.0820,35.1409892,33.3964502,190.016,0.71,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
NIST,1,1,700,700,-1288398.6126,-4721696.9305,4078625.3238,39.9950662,-105.2626077,1648.345,0.24,RNX2SNX,IGS14|IGS14_0|IGS20|IGS20_0|ITRF2014_0
NISU,1,1,704,704,-1288363.9468,-4721684.2159,4078659.2813,39.9954242,-105.2622553,1653.782,0.39,RNX2SNX,IGS00|IGS14|IGS14_0|IGS20|IGS20_0|ITRF2014_0
NIUM,1,1,700,700,-5937161.0305,-1054674.8538,-2071385.8158,-19.0765215,-169.9270772,89.688,1.10,RNX2SNX,IGS14|IGS14_0|IGS20|IGS20_0|ITRF2014_0
NJCM,1,1,2,2,1299237.1088,-4782943.6787,4000979.8469,39.1006744,-74.8028997,-26.600,0.00,REFERENCE,ITRF2014_0
NJGT,1,1,2,2,1314928.1902,-4751401.3222,4033112.7188,39.4745238,-74.5308203,-12.375,0.00,REFERENCE,ITRF2014_0
NJI2,1,1,2,2,1319481.9362,-4656034.4850,4140725.0020,40.7414827,-74.1777058,16.783,0.00,REFERENCE,ITRF2014_0
NKLG,1,1,766,766,6287385.6846,1071574.9783,39133.2930,0.3539100,9.6721290,31.500,0.83,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0
NLCE,1,1,73,73,-3534987.2727,5156993.6736,1257025.3928,11.4424460,124.4296406,66.561,3.21,GPSEST,ITRF2005
NLCR,1,1,66,66,-3561597.8192,5142326.7883,1242000.2289,11.3038992,124.7066414,65.285,7.85,GPSEST,ITRF2005
NLIB,1,1,772,772,-130934.9239,-4762291.7124,4226854.6116,41.7715907,-91.5748991,206.998,0.45,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
NLL1,1,1,73,73,-3540942.4945,5154817.5366,1249218.5403,11.3704496,124.4859152,66.645,6.34,GPSEST,ITRF2005
NLL2,1,1,63,63,-3544694.2400,5152725.5442,1247273.5044,11.3524961,124.5250966,76.969,3.43,GPSEST,ITRF2005
NLSB,1,1,88,88,-3594289.4389,5120032.9487,1239942.0955,11.2849249,125.0690523,65.877,5.36,GPSEST,ITRF2005
NLSI,1,1,42,42,-3528600.2048,5162292.7859,1253235.3226,11.4074926,124.3539159,65.719,6.40,GPSEST,ITRF2005
NLSN,1,1,66,66,-3550412.5871,5152038.6983,1234390.4633,11.2335486,124.5718029,179.464,6.59,GPSEST,ITRF2005
NMAB,1,2,51,51,-3667631.8792,5123541.0640,986361.2976,8.9559387,125.5965749,80.782,8.00,GPSEST,ITRF2005
